1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
61.65840367595358,61.690246834357595,61.81230711774886,61.945837676435346,62.08534694303036,61.97736718544897,61.83884272730127,61.70807376562918,61.59418441174053,61.475732369763314,61.455431632038746,61.46004546554653,61.45685402889187,61.45913624339363,61.45617785811606,61.45846678712872,61.456108988748205,61.36616358838047,61.347410836788896,61.34455654359966,61.25999844028972,61.24067672236493,61.338750168061615,61.44984289291019
