1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
877.7358142269965,877.987906574893,873.2062527233415,867.9914433082647,862.3534024130747,866.7411478502017,872.0114830746562,876.9965786009353,881.3887003387308,885.5789656604375,886.1328877395707,886.1586838593503,886.1713084282013,886.1217238322662,886.1860912581594,886.0783533084643,886.2062697541024,889.3307794575377,889.8524579288876,889.8640543606225,892.6927958255615,893.2197434355973,890.1948152204478,886.5396654042281
