1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
56.73867958450817,56.75276358653986,56.942456519481844,57.13460931793176,57.340021998200996,57.18560849470187,56.98829605719642,56.792855026598986,56.61677088688142,56.42373119043824,56.39477925820175,56.40136633758047,56.40220866636185,56.40057302625882,56.39795724909791,56.40040044383666,56.39864535431699,56.255423157963,56.2243678763257,56.21449699497904,56.079183801699784,56.054929817820295,56.20565742675537,56.38431165690578
