router_id,power_avg
r1,702.897750367128
r2,725.9261912952288
r3,725.9305432960933
r4,70.16029685577716
r5,70.72272679344313
r6,78.02795413736776
r7,70.21011374847664
r8,70.27242762057061
r9,78.0280111240319
rg,78.03103587410307
ru,76.93693024325486
