1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
1184.0580551815613,1184.5253922289842,1175.2355926414139,1165.5243217323075,1155.3216228934566,1163.0093514153236,1172.830110861604,1182.3314572877878,1191.0992737909592,1199.733767256249,1200.9623160648584,1200.9894669415223,1200.999856023794,1200.944185234416,1201.010097588707,1200.8930111963334,1201.0267886385789,1207.8772393563647,1209.0404240375442,1209.0438652277974,1215.5731495575578,1216.7104361700488,1209.8964180248656,1201.8834185389683
