router_id,saving_ea_vs_nea
r1,-3.2930236651247795
r2,100.0
r3,100.0
r4,-11.402967484390139
r5,-10.512752031680037
r6,100.0
r7,-11.32189561200403
r8,-11.2180605523643
r9,100.0
rg,-0.16750298777026099
ru,0.0058545876395458395
