1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
1446.103100660072,1448.4238646813274,1443.37503835884,1437.6926670080752,1431.2130054090537,1436.0629744062965,1441.8462059113617,1447.1438513930989,1451.527104223162,1455.3545276142645,1455.9455785835908,1455.9741319052278,1455.9357811568957,1455.9475593117204,1455.932589118147,1455.9430096946203,1455.9489637051051,1458.526770119905,1458.9511181584471,1458.9374489836973,1460.9496707699996,1461.2988294840864,1459.2314903046909,1456.2963492300469
