router_id,power_sum
r1,0.0
r2,17422.22859108549
r3,17422.33303910624
r4,0.0
r5,0.0
r6,1872.6708992968263
r7,0.0
r8,0.0
r9,1872.6722669767657
rg,1872.7448609784738
ru,1846.4863258381167
