router_id,power_avg
r1,0.0
r2,725.9261912952288
r3,725.9305432960933
r4,0.0
r5,0.0
r6,78.02795413736776
r7,0.0
r8,0.0
r9,78.0280111240319
rg,78.03103587410307
ru,76.93693024325486
