router_id,saving_ea_vs_nea
r1,-12995.648804327655
r2,99.67561468564233
r3,99.74287815524517
r4,-1644.0299081356357
r5,-636097.8745821283
r6,96.62810766569544
r7,-1532.0485738795928
r8,-2089.781738105257
r9,95.39560755162823
rg,-3.478035273337374
ru,0.11217513705529109
