router_id,saving_ea_vs_nea
r1,-12995.648804327651
r2,99.67561468564232
r3,99.74287815524518
r4,-1644.0299081356354
r5,-636097.8745821283
r6,96.62810766569544
r7,-1532.048573879593
r8,-2089.7817381052564
r9,95.39560755162823
rg,-3.478035273337378
ru,0.1121751370553
