router_id,saving_ea_vs_nea
r1,-3.2930236651247795
r2,3.1455775620169666
r3,3.1501110981902314
r4,-11.402967484390139
r5,-10.512752031680037
r6,10.339872633765848
r7,-11.32189561200403
r8,-11.2180605523643
r9,9.932586840663966
rg,-0.16750298777026099
ru,0.0058545876395458395
