router_id,power_sum
r1,16869.54600881107
r2,17422.22859108549
r3,17422.33303910624
r4,1683.8471245386518
r5,1697.3454430426352
r6,1872.6708992968263
r7,1685.0427299634396
r8,1686.5382628936948
r9,1872.6722669767657
rg,1872.7448609784738
ru,1846.4863258381167
