router_id,power_sum
r1,559.7599139762573
r2,1.783176660906842
r3,1.4147571671115315
r4,203.47584523731996
r5,175.30793657562296
r6,6.747535095480389
r7,203.0829700469382
r8,197.3135693202158
r9,8.932687862952768
rg,93.64179186366496
ru,79.67381620928121
