router_id,saving_ea_vs_nea
r1,-3.293023665124785
r2,3.1455775620169617
r3,3.150111098190242
r4,-11.40296748439014
r5,-10.512752031680023
r6,10.339872633765859
r7,-11.321895612004015
r8,-11.218060552364292
r9,9.932586840663959
rg,-0.16750298777025488
ru,0.005854587639551997
