router_id,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
r1,21.54063133168894,21.45949455445763,18.971933535692347,16.120792170601238,12.838850668103854,15.581302517068792,18.495008066972247,21.11092665879492,23.252975416152776,25.131043514973424,25.312101777696785,25.321655655360093,25.288325617842805,25.318994526396164,25.342658242880855,25.289716122408407,25.325150690845515,26.606238784612533,26.770225151560293,26.790154416222844,27.758322039935383,27.85528721669918,26.84889741974617,25.429227879544026
r2,0.04471046796888345,0.04520905408534759,0.07108402845069388,0.6186711234738785,0.045209368052004116,0.07108549565920914,0.07538684482520353,0.0005175691249329853,0.04521258291307125,0.04470786945265104,0.026395842167109624,6.575345167902924e-06,0.07539460564585927,0.021793095511545364,0.08991767367464831,0.03069340711504272,0.16912961031901355,0.04520971133129592,5.205642044832833e-06,0.026390523767967505,0.08945267961642382,0.031201498884494566,0.02588674212033008,0.08990508576002298
r3,0.04845415561483909,0.034230811935098394,0.12706800394082052,0.6268770776707413,3.6028154492366106e-05,0.048446034086187716,0.08265948500984639,0.02929805899897057,0.048478950313636915,3.975498121159641e-05,0.02930081856299201,3.4729097497650706e-05,4.5603730219075565e-05,0.048111746853948034,0.048481279655248954,0.03422402654456391,7.588503346293389e-06,0.04847245321456247,7.739558621248458e-06,3.6328407825673516e-05,0.0968847321987217,0.0342236874671471,0.029299403271731233,3.8669339261332425e-05
r4,7.005078581788837,7.225445936120463,6.0921579617860635,4.897371532561828,3.7241551467456695,4.530016580127689,5.704424487661766,6.893691065177818,8.020492546329733,9.175462746434723,9.36469359468745,9.388201220360688,9.418229077134045,9.358284899036152,9.38677047114767,9.33662260919342,9.420070491422422,10.322677199958571,10.502093234383418,10.492158342693683,11.401073038676627,11.670189993902092,10.632117824525587,9.514366655463595
r5,5.867471883951687,6.055018022666789,4.8955422036193665,3.7236835840850993,2.538198704490199,3.369685346549069,4.548050474199443,5.726305737962108,6.856934469186091,8.014423442996046,8.194171567775788,8.204520642835387,8.202184416986976,8.19234641434455,8.200366049450784,8.195479180576541,8.198738441037923,9.149169228708656,9.321354577263035,9.331911228332432,10.263449614116377,10.454118122351154,9.462562936575152,8.342250285562278
r6,0.2568971538987057,0.30274075538914974,0.2827552294948094,0.3085105163715731,0.3132155072323499,0.2687363610765807,0.21411986794673035,0.3385729861340974,0.2862323952293136,0.21679332907212392,0.3348079411069911,0.29781050598594544,0.25938180595796584,0.28038355256250114,0.2386999053359157,0.2561703295679176,0.3389869441257585,0.29130166652590006,0.32319521497101417,0.1862291708896843,0.1900317688911244,0.3231943739835164,0.38602154092521107,0.2527462728055087
r7,7.08916284168478,7.202024612480954,6.0412197540292984,4.8723381332678,3.6894551263913478,4.52888728117124,5.711109048188234,6.891019405128805,8.014290904414358,9.17151792719532,9.355150895352658,9.347885511795678,9.36381226139068,9.343502935000021,9.355721072296982,9.351073105028592,9.3601071000005,10.300922001132745,10.479198071109886,10.480800129872048,11.432459275115635,11.593324753161932,10.612858504342084,9.495129397386625
r8,6.790338253389662,6.9699031979855635,5.797931563209577,4.63201012147691,3.4475660299236033,4.297261634635767,5.47255500769527,6.651046707134824,7.783018435930633,8.941481933907603,9.10872536081326,9.117445855927672,9.118341749309081,9.113025746637913,9.122137152393625,9.111294145211195,9.115830983283315,10.063740035459924,10.246440210963355,10.237217252306403,11.205722854090995,11.348732671896679,10.375310945993569,9.246491470639437
r9,0.40475541092128964,0.3108311679796654,0.3414881902834068,0.4283165139281806,0.38871553459589947,0.23366342619394823,0.23294728884444993,0.4047516521874381,0.31083100884803727,0.40405009174304024,0.404751382054562,0.3887170723259435,0.4819281159481162,0.32686681190434896,0.40404734909683526,0.4148270981363649,0.3894315007157599,0.4346872738651264,0.31227972971468176,0.40404893432678674,0.31250117643865494,0.404750933950222,0.3887173830927277,0.40478281585728243
rg,2.975938690748007,2.566969050570292,1.3959465731412795,0.23136339786680557,0.004746314350435672,0.07068239385439885,1.1014553182395304,2.2714077222756472,3.403378738776535,4.55489348188381,4.727736840264249,4.716931829594135,4.727372733321306,4.723573489459077,4.722213949579756,4.72140071372564,4.716711453409299,5.697955571888728,5.847958601480762,5.8542511059798805,6.825358315508644,6.968651431701599,5.9609614535633675,4.853932692481781
ru,2.6191551983861863,2.1678398744133602,1.1621640696468727,0.1724971506749616,0.0049592808378129405,0.05991627030500032,0.9188114783582423,1.908363011024658,2.889486299879709,3.8662472285689824,4.021039047979247,4.014129245359783,4.002893187520169,4.015760243253013,4.001533670668228,4.00872833990051,4.011482498290828,4.857839554314548,4.994457210494308,4.978675772100917,5.808067439825201,5.941435000046913,5.125011959830438,4.123323177601339
