experiment_id,router_id,power_consumption_watts,node_exporter_collector_timestamp,kafka_producer_timestamp,flink_aggregation_timestamp,ml_timestamp
NEA_2,r1,69.5849934503332,1753950269.976428,1753950270.0368934,1753950270.088,1753950270.107503
NEA_2,r1,70.11724075426847,1753950276.932531,1753950277.0003102,1753950277.096,1753950277.1165738
NEA_2,r1,69.71164245845924,1753950283.891283,1753950283.9700797,1753950284.003,1753950284.0213268
NEA_2,r1,69.5975650861682,1753950290.8740778,1753950290.9406395,1753950291.011,1753950291.030766
NEA_2,r1,69.66475344455048,1753950297.96317,1753950298.0374768,1753950298.119,1753950298.1376333
NEA_2,r1,69.66590822485527,1753950305.1797113,1753950305.2570002,1753950305.326,1753950305.3444917
NEA_2,r1,69.6649542824032,1753950312.0658135,1753950312.1239781,1753950312.133,1753950312.1517007
NEA_2,r1,69.66565762726172,1753950318.927403,1753950319.023165,1753950319.041,1753950319.0592558
NEA_2,r1,69.66573580428505,1753950325.803333,1753950325.8626716,1753950325.948,1753950325.9665205
NEA_2,r1,69.6633876383158,1753950332.7282164,1753950332.7912362,1753950332.855,1753950332.8745036
NEA_2,r1,69.66538234747756,1753950339.5916815,1753950339.6878164,1753950339.763,1753950339.7818456
NEA_2,r1,69.66570681718335,1753950346.6126342,1753950346.680209,1753950346.771,1753950346.790413
NEA_2,r1,69.65559990019885,1753950353.591473,1753950353.6520221,1753950353.678,1753950353.6972766
NEA_2,r1,69.6525349296981,1753950360.5281413,1753950360.6504529,1753950360.686,1753950360.7050147
NEA_2,r1,69.6529381558912,1753950367.5708168,1753950367.6387253,1753950367.694,1753950367.713193
NEA_2,r1,69.6550598642979,1753950374.658482,1753950374.7204144,1753950374.802,1753950374.820089
NEA_2,r1,69.65320073517242,1753950381.5406828,1753950381.667011,1753950381.710,1753950381.729964
NEA_2,r1,69.65260645056081,1753950388.5810118,1753950388.6544704,1753950388.719,1753950388.7385252
NEA_2,r1,69.6538654019766,1753950395.6571238,1753950395.726283,1753950395.827,1753950395.8461227
NEA_2,r1,69.6548211228089,1753950402.6607196,1753950402.7368362,1753950402.834,1753950402.8532434
NEA_2,r1,69.64870422281395,1753950409.5431294,1753950409.605331,1753950409.641,1753950409.6598485
NEA_2,r1,69.64339977904028,1753950416.419872,1753950416.4963613,1753950416.547,1753950416.565474
NEA_2,r1,69.64016999497991,1753950423.332089,1753950423.4133377,1753950423.454,1753950423.4737213
NEA_2,r1,69.64301897340147,1753950430.3450556,1753950430.4083495,1753950430.461,1753950430.4808245
NEA_2,r1,69.64183162449777,1753950437.3160925,1753950437.3924909,1753950437.469,1753950437.4882786
NEA_2,r1,69.64034084954038,1753950444.3672652,1753950444.4348776,1753950444.477,1753950444.498329
NEA_2,r1,69.64360593976075,1753950451.415071,1753950451.5046754,1753950451.585,1753950451.6053295
NEA_2,r1,69.64136414760571,1753950458.7263207,1753950458.804679,1753950458.891,1753950458.9104807
NEA_2,r1,69.64083978464912,1753950466.040705,1753950466.1023004,1753950466.199,1753950466.2189205
NEA_2,r1,69.63404835119015,1753950473.0303566,1753950473.1228528,1753950473.205,1753950473.225041
NEA_2,r1,69.62994041726776,1753950480.1691265,1753950480.2676468,1753950480.313,1753950480.3325207
NEA_2,r1,69.62894609283822,1753950487.0703344,1753950487.1402476,1753950487.221,1753950487.24383
NEA_2,r1,69.63060950999899,1753950494.717792,1753950494.8093312,1753950494.899,1753950494.9182205
NEA_2,r1,69.63041443016172,1753950501.7392483,1753950501.816064,1753950501.907,1753950501.9258568
NEA_2,r1,69.62920202528457,1753950508.6535096,1753950508.7174113,1753950508.814,1753950508.8330593
NEA_2,r1,69.63044661401882,1753950515.734684,1753950515.8268383,1753950515.921,1753950515.9403136
NEA_2,r1,69.62935030465735,1753950522.664795,1753950522.7438931,1753950522.828,1753950522.8466895
NEA_2,r1,69.62694794493493,1753950529.7646134,1753950529.8289196,1753950529.836,1753950529.8543684
NEA_2,r1,69.61901580226098,1753950536.6619577,1753950536.7585511,1753950536.844,1753950536.8633022
NEA_2,r1,69.6182344828045,1753950543.6565132,1753950543.7234964,1753950543.752,1753950543.7745469
NEA_2,r1,69.61813811990164,1753950550.6152117,1753950550.6863172,1753950550.759,1753950550.7780159
NEA_2,r1,69.61800250538927,1753950557.7425594,1753950557.8235664,1753950557.866,1753950557.8850791
NEA_2,r1,69.61790415230107,1753950564.7219229,1753950564.7829561,1753950564.871,1753950564.8898773
NEA_2,r1,69.61855522367141,1753950571.6371205,1753950571.7002575,1753950571.777,1753950571.7964902
NEA_2,r1,69.61848306528367,1753950578.5627651,1753950578.641637,1753950578.681,1753950578.700449
NEA_2,r1,69.61839101092819,1753950585.4333313,1753950585.517739,1753950585.586,1753950585.605332
NEA_2,r1,69.62159754183521,1753950592.2429836,1753950592.3051016,1753950592.393,1753950592.4106145
NEA_2,r1,69.62986632014336,1753950599.2272956,1753950599.324714,1753950599.401,1753950599.4202683
NEA_2,r1,69.63097007287134,1753950606.240441,1753950606.33511,1753950606.407,1753950606.4270265
NEA_2,r1,69.62934169181281,1753950613.218534,1753950613.282124,1753950613.315,1753950613.3339508
NEA_2,r1,69.63116514213387,1753950620.5910788,1753950620.6864154,1753950620.722,1753950620.741266
NEA_2,r1,69.6291150819434,1753950627.598478,1753950627.687156,1753950627.728,1753950627.747238
NEA_2,r1,69.62901384828368,1753950635.067889,1753950635.1405678,1753950635.236,1753950635.2555792
NEA_2,r1,69.63164212756396,1753950642.3828256,1753950642.463181,1753950642.544,1753950642.5650482
NEA_2,r1,69.63002774176621,1753950649.7883034,1753950649.8796694,1753950649.951,1753950649.9711137
NEA_2,r1,69.64112360725494,1753950656.8077407,1753950656.886298,1753950656.958,1753950656.9775743
NEA_2,r1,69.64269528648393,1753950663.7059085,1753950663.7693374,1753950663.866,1753950663.884955
NEA_2,r1,69.64113392854857,1753950670.6543841,1753950670.7182686,1753950670.773,1753950670.7920334
NEA_2,r1,69.64095933503411,1753950677.5697057,1753950677.6632695,1753950677.681,1753950677.699956
NEA_2,r1,69.64244483104767,1753950684.587958,1753950684.6540992,1753950684.688,1753950684.7073174
NEA_2,r1,69.64273075179882,1753950691.4712837,1753950691.5395539,1753950691.595,1753950691.614177
NEA_2,r1,69.64174480580672,1753950698.565619,1753950698.6460943,1753950698.703,1753950698.7216194
NEA_2,r1,69.64162481451315,1753950705.4813533,1753950705.5442448,1753950705.610,1753950705.6287708
NEA_2,r1,69.647076253565,1753950712.4214137,1753950712.4764993,1753950712.516,1753950712.5373313
NEA_2,r1,69.6539515340173,1753950719.3458703,1753950719.4507926,1753950719.524,1753950719.5429251
NEA_2,r1,69.65432455794027,1753950726.353393,1753950726.4177628,1753950726.431,1753950726.449675
NEA_2,r1,69.65303737532074,1753950733.3405964,1753950733.4085727,1753950733.436,1753950733.4549143
NEA_2,r1,69.65352941566547,1753950740.320081,1753950740.4418087,1753950740.543,1753950740.5650465
NEA_2,r1,69.65207396552587,1753950747.6659265,1753950747.7297194,1753950747.749,1753950747.7695746
NEA_2,r1,69.65581369590862,1753950754.9942868,1753950755.0679107,1753950755.158,1753950755.1770644
NEA_2,r1,69.65305111841207,1753950761.9731848,1753950762.0815861,1753950762.166,1753950762.1847064
NEA_2,r1,69.65221354561952,1753950768.8565333,1753950768.927817,1753950768.974,1753950768.993504
NEA_2,r1,69.66664586223705,1753950775.8799908,1753950775.9567783,1753950775.979,1753950775.998229
NEA_2,r1,69.66549328416492,1753950782.7679298,1753950782.857104,1753950782.886,1753950782.905231
NEA_2,r1,69.66329837509475,1753950789.7057483,1753950789.7678754,1753950789.793,1753950789.8123624
NEA_2,r1,69.66648525330106,1753950796.6295266,1753950796.7270098,1753950796.801,1753950796.820463
NEA_2,r1,69.66586001165346,1753950803.572265,1753950803.8624272,1753950803.909,1753950803.9276614
NEA_2,r1,69.66528896101318,1753950810.7764807,1753950810.8473396,1753950810.916,1753950810.9339888
NEA_2,r1,69.66533069393455,1753950817.5896475,1753950817.6671088,1753950817.723,1753950817.7421386
NEA_2,r1,69.66564257807478,1753950824.5253985,1753950824.5875888,1753950824.630,1753950824.6491885
NEA_2,r1,69.66675285656406,1753950831.5500557,1753950831.6141038,1753950831.637,1753950831.6560254
NEA_2,r1,69.67665844604127,1753950838.4975314,1753950838.5762162,1753950838.644,1753950838.6672122
NEA_2,r1,69.67981100522549,1753950845.5849073,1753950845.6483834,1753950845.750,1753950845.7712185
NEA_2,r1,69.67765079131259,1753950852.5262153,1753950852.6090727,1753950852.657,1753950852.6759892
NEA_2,r1,69.67718549804546,1753950859.3168375,1753950859.3938093,1753950859.464,1753950859.4849632
NEA_2,r1,69.67548161750044,1753950866.1265068,1753950866.1929045,1753950866.272,1753950866.2925508
NEA_2,r1,69.67811017808987,1753950873.1193147,1753950873.2067676,1753950873.279,1753950873.299964
NEA_2,r1,69.67553266966215,1753950880.0444705,1753950880.122192,1753950880.185,1753950880.204426
NEA_2,r1,69.67927515101871,1753950886.8832948,1753950886.9455383,1753950886.991,1753950887.010317
NEA_2,r1,69.67685546243929,1753950893.770823,1753950893.8752978,1753950893.897,1753950893.9160852
NEA_2,r1,69.67776661195894,1753950900.6822476,1753950900.7521317,1753950900.805,1753950900.8259594
NEA_2,r1,69.6771113147968,1753950907.754991,1753950907.8192427,1753950907.912,1753950907.93279
NEA_2,r1,69.67718775781017,1753950914.4795742,1753950914.6082358,1753950914.620,1753950914.6408916
NEA_2,r1,69.67655371911313,1753950922.0651357,1753950922.1335738,1753950922.229,1753950922.2496908
NEA_2,r1,69.67750321105729,1753950929.6780686,1753950929.748994,1753950929.837,1753950929.8585355
NEA_2,r1,69.67633627164956,1753950936.7264583,1753950936.8242698,1753950936.846,1753950936.8661718
NEA_2,r1,69.6707192815347,1753950944.2290533,1753950944.2992013,1753950944.355,1753950944.3760054
NEA_2,r1,69.68547932452124,1753950951.2498376,1753950951.3185666,1753950951.364,1753950951.3848379
NEA_2,r1,69.67497326070405,1753950958.2183352,1753950958.3192365,1753950958.372,1753950958.3921187
NEA_2,r1,69.6719171811282,1753950965.774539,1753950965.8370466,1753950965.881,1753950965.9003346
NEA_2,r1,69.68360296483633,1753950972.7471018,1753950972.8100283,1753950972.887,1753950972.9060163
NEA_2,r1,69.67841192656292,1753950979.663536,1753950979.7830126,1753950979.792,1753950979.8317246
NEA_2,r1,69.67735109569057,1753950986.609843,1753950986.6876452,1753950986.700,1753950986.720184
NEA_2,r1,69.67470209109625,1753950993.5931358,1753950993.6503873,1753950993.707,1753950993.726384
NEA_2,r1,69.67780465434173,1753951000.6118796,1753951000.6899505,1753951000.715,1753951000.7353675
NEA_2,r1,69.67801661587023,1753951007.5992513,1753951007.6958387,1753951007.722,1753951007.7443995
NEA_2,r1,69.67736638748197,1753951015.0805335,1753951015.181613,1753951015.231,1753951015.2519188
NEA_2,r1,69.67716992647773,1753951022.034695,1753951022.096686,1753951022.138,1753951022.158363
NEA_2,r1,69.67793376674418,1753951028.891612,1753951028.9908984,1753951029.046,1753951029.0669172
NEA_2,r1,69.67478815125935,1753951035.851626,1753951035.94921,1753951036.054,1753951036.0751793
NEA_2,r1,69.67875095353354,1753951042.7866507,1753951042.8552256,1753951042.862,1753951042.8816078
NEA_2,r1,69.67434700029442,1753951049.7707596,1753951049.8649054,1753951049.870,1753951049.894634
NEA_2,r1,69.68110464187352,1753951056.653641,1753951056.7467005,1753951056.779,1753951056.7977593
NEA_2,r1,69.67619294782344,1753951063.7333412,1753951063.7978542,1753951063.886,1753951063.9048367
NEA_2,r1,69.6776929363329,1753951070.7059698,1753951070.7799094,1753951070.794,1753951070.8130941
NEA_2,r1,69.67714861611718,1753951077.6338732,1753951077.724508,1753951077.802,1753951077.8205905
NEA_2,r1,69.67589895051262,1753951084.6233203,1753951084.69238,1753951084.710,1753951084.7232895
NEA_2,r1,69.67583836024977,1753951091.6149273,1753951091.6840808,1753951091.716,1753951091.7355318
NEA_2,r1,69.67932464129261,1753951098.4927464,1753951098.5912962,1753951098.624,1753951098.6431472
NEA_2,r1,69.67510253795952,1753951105.4439049,1753951105.511623,1753951105.531,1753951105.5506334
NEA_2,r1,69.67753460902141,1753951112.387963,1753951112.4786367,1753951112.538,1753951112.5579224
NEA_2,r1,69.67723519164988,1753951119.8625965,1753951119.982805,1753951120.044,1753951120.0631614
NEA_2,r1,69.6771513274669,1753951126.890338,1753951126.9608884,1753951127.051,1753951127.0702043
NEA_2,r1,69.67704411057014,1753951133.8296635,1753951133.9051042,1753951133.958,1753951133.9769514
NEA_2,r1,69.6795853378373,1753951140.780711,1753951140.864706,1753951140.965,1753951140.9837627
NEA_2,r1,69.67618901932777,1753951147.7049992,1753951147.7673385,1753951147.871,1753951147.889411
NEA_2,r1,69.67647698368934,1753951154.656846,1753951154.7390013,1753951154.776,1753951154.7942464
NEA_2,r1,69.67829082635016,1753951161.6049054,1753951161.703926,1753951161.783,1753951161.8015914
NEA_2,r1,69.67594882690143,1753951168.628635,1753951168.691647,1753951168.790,1753951168.8086982
NEA_2,r1,69.67892179993267,1753951175.4745462,1753951175.5736976,1753951175.598,1753951175.6172266
NEA_2,r1,69.67724506621057,1753951182.4076178,1753951182.500888,1753951182.605,1753951182.6247568
NEA_2,r1,69.6765341626625,1753951189.4568734,1753951189.5181055,1753951189.610,1753951189.6311803
NEA_2,r1,69.67709702735345,1753951196.7709808,1753951196.8475254,1753951196.915,1753951196.935686
NEA_2,r1,69.67749600862868,1753951204.240966,1753951204.308008,1753951204.323,1753951204.343412
NEA_2,r1,69.6745851798834,1753951211.158487,1753951211.2245955,1753951211.329,1753951211.3483279
NEA_2,r1,69.67762096033974,1753951218.1361096,1753951218.2167451,1753951218.236,1753951218.2559996
NEA_2,r1,69.6793423357648,1753951225.0389197,1753951225.1001794,1753951225.143,1753951225.1566188
NEA_2,r1,69.67610622685383,1753951232.1062737,1753951232.1803195,1753951232.251,1753951232.268741
