1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
35.72803737874628,35.96640496907949,31.303463283899227,27.136050037575483,20.29770633744737,24.75973790811312,30.068587932657294,34.92545275722545,39.381450400123576,43.52277181303733,44.08764292846699,44.05778369195913,44.145807165743605,44.090687202797824,44.223548739655406,44.042329270290026,44.27446548109079,47.323520150249706,47.75152940225426,47.78953974096437,50.778191765542786,51.18422715011484,48.1490598940059,44.52866768749353
