1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
2251.197701061147,2251.3954480585076,2251.1846645421942,2251.269707943499,2251.223492387615,2251.25661175854,2251.2822023833287,2251.3119792531406,2251.5275602455945,2251.6216360305957,2251.501589016583,2251.634516637855,2251.633062382681,2251.5241471021372,2251.4640909829745,2251.3811047222284,2251.1103562766075,2251.5841213105464,2251.6989282148866,2251.6777860527372,2251.3980500568587,2251.653416348835,2251.7441742933256,2251.743190622623
