experiment_id,router_id,power_consumption_watts,node_exporter_collector_timestamp,kafka_producer_timestamp,flink_aggregation_timestamp,ml_timestamp
EA_3,r1,70.24674031463466,1753875000.9997745,1753875001.1165972,1753875001.167,1753875001.1821773
EA_3,r1,69.93260218806005,1753875007.838003,1753875007.9055967,1753875007.974,1753875007.9890203
EA_3,r1,70.24674064510536,1753875014.9361641,1753875014.9976206,1753875015.081,1753875015.096182
EA_3,r1,70.90509932554586,1753875021.8123953,1753875021.9155834,1753875021.987,1753875022.002403
EA_3,r1,70.24674085618652,1753875028.738411,1753875028.798232,1753875028.894,1753875028.9098556
EA_3,r1,69.60900141150431,1753875035.579653,1753875035.6560426,1753875035.701,1753875035.7173002
EA_3,r1,69.66976628871274,1753875042.5433745,1753875042.628924,1753875042.708,1753875042.724459
EA_3,r1,69.67112882069863,1753875049.5645113,1753875049.628913,1753875049.716,1753875049.7321775
EA_3,r1,69.67349120864768,1753875056.4888468,1753875056.5790026,1753875056.624,1753875056.639957
EA_3,r1,69.66980307780814,1753875063.4742537,1753875063.5523934,1753875063.630,1753875063.6457698
EA_3,r1,69.67354086576455,1753875070.4272223,1753875070.4830146,1753875070.537,1753875070.553178
EA_3,r1,69.67057646126561,1753875077.3076053,1753875077.3829474,1753875077.444,1753875077.4609418
EA_3,r1,69.67065060908604,1753875084.1261554,1753875084.185533,1753875084.251,1753875084.267111
EA_3,r1,69.67176775356126,1753875091.0609167,1753875091.1246731,1753875091.190,1753875091.2076693
EA_3,r1,69.65935530352972,1753875098.2672882,1753875098.342042,1753875098.397,1753875098.4132817
EA_3,r1,69.65930648007237,1753875105.2145498,1753875105.2798018,1753875105.304,1753875105.3205984
EA_3,r1,69.65944840963131,1753875113.2555573,1753875113.31571,1753875113.413,1753875113.4293263
EA_3,r1,69.65769703980622,1753875120.6418514,1753875120.732686,1753875120.821,1753875120.836904
EA_3,r1,69.65955471260439,1753875127.5397081,1753875127.6034765,1753875127.628,1753875127.6448612
EA_3,r1,69.658988342066,1753875134.7162766,1753875134.7934136,1753875134.836,1753875134.85222
EA_3,r1,69.6617694191769,1753875141.6124477,1753875141.7074609,1753875141.744,1753875141.759648
EA_3,r1,69.65837717652059,1753875148.6348324,1753875148.6928422,1753875148.752,1753875148.7672868
EA_3,r1,69.64963924008399,1753875155.527932,1753875155.6481113,1753875155.660,1753875155.6759436
EA_3,r1,69.6473131841714,1753875162.3578477,1753875162.4176989,1753875162.466,1753875162.48222
EA_3,r1,69.64724579229566,1753875169.3135405,1753875169.371097,1753875169.474,1753875169.4840229
EA_3,r1,69.64823159672108,1753875176.1782548,1753875176.2833495,1753875176.382,1753875176.3989174
EA_3,r1,69.64707078087196,1753875183.1680844,1753875183.2276628,1753875183.290,1753875183.3061178
EA_3,r1,69.64607365697323,1753875190.1946607,1753875190.2532942,1753875190.296,1753875190.3122282
EA_3,r1,69.64860948258398,1753875197.108594,1753875197.2225943,1753875197.303,1753875197.3198373
EA_3,r1,69.64674859813746,1753875204.1214771,1753875204.180696,1753875204.211,1753875204.2274306
EA_3,r1,69.64605080827444,1753875211.0095606,1753875211.0753434,1753875211.119,1753875211.135082
EA_3,r1,69.63585708175862,1753875217.9386642,1753875218.0134203,1753875218.027,1753875218.042797
EA_3,r1,69.63388783292446,1753875225.0499082,1753875225.117113,1753875225.135,1753875225.1511912
EA_3,r1,69.63478149069232,1753875232.1627214,1753875232.2218409,1753875232.243,1753875232.2584476
EA_3,r1,69.63553204181375,1753875239.2448833,1753875239.343946,1753875239.451,1753875239.4676402
EA_3,r1,69.63508366087129,1753875246.153898,1753875246.211899,1753875246.259,1753875246.2750323
EA_3,r1,69.63441088136652,1753875253.0869758,1753875253.1567843,1753875253.166,1753875253.1825027
EA_3,r1,69.63591997074973,1753875260.1133888,1753875260.1898558,1753875260.274,1753875260.2895384
EA_3,r1,69.63486150552185,1753875266.9834507,1753875267.062159,1753875267.081,1753875267.0963902
EA_3,r1,69.62976714778084,1753875273.9183214,1753875273.993486,1753875274.088,1753875274.1040223
EA_3,r1,69.62223996261405,1753875280.7910357,1753875280.8525004,1753875280.895,1753875280.9104571
EA_3,r1,69.62357180573765,1753875287.7375574,1753875287.8213089,1753875287.902,1753875287.9184887
EA_3,r1,69.62239739609623,1753875294.6565738,1753875294.73331,1753875294.809,1753875294.8253045
