router_id,power_avg
r1,703.746429909237
r2,703.0359935574284
r3,703.0433237963157
r4,69.67566711562489
r5,69.6756653584693
r6,70.72338524425255
r7,69.67991379108476
r8,69.67613892208443
r9,70.7704614706778
rg,69.67671733701887
ru,69.69538594423784
