router_id,saving_ea_vs_nea
r1,-416.75942179955445
r2,71.57802697909197
r3,70.0221568385826
r4,84.0692005428456
r5,84.1937439946077
r6,-1124.4471308399386
r7,92.019117713468
r8,76.71452539724709
r9,-1175.0619705853344
rg,-4.457109142565536
ru,0.02087652094029104
