1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
2669.50634316627,2669.111713264234,2669.072970057492,2669.2076324095874,2669.0911912107103,2668.9858713045496,2669.1530129375947,2669.3002940377446,2669.201840202581,2669.4126546068414,2669.2616301401463,2669.6395751775744,2669.543194947448,2669.46753760951,2669.200159014404,2669.663319997403,2669.2767620265486,2669.6261899061114,2669.7579499308094,2669.4474227980345,2669.6436284913393,2669.600698377956,2669.589582217229,2669.8168048822336
