router_id,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
r1,1.0168721598935235,0.9957158118478446,0.9503569828373202,0.9061211990597258,0.8615161204215838,0.8995017819421491,0.945178019369223,0.9899812154768597,1.0359864057622872,1.079330575929589,1.0838365051424717,1.0833341592216357,1.0835459732381878,1.0833867898434164,1.082990369310778,1.0837936900902605,1.0830976922409263,1.1243509233988789,1.1286049994774885,1.1287335614808853,1.1665391805702257,1.1749128216688405,1.1307779392222983,1.085947745609701
r2,0.3291924917897404,0.34365528642001664,0.2555314317764896,0.270636205722667,0.31906690897358203,0.3674972899925706,0.26124554442753833,0.27063617631336,0.30481316945667913,0.3523928435701009,0.26245520917916565,0.2706364823184231,0.27063648934961293,0.319066443150291,0.280553453665334,0.32520888297210604,0.34834473828186674,0.2706364791537226,0.27063589097804197,0.32787961251051456,0.24808314857580172,0.27063592809895454,0.30481315792212627,0.4183544744272467
r3,0.32995680823978546,0.47980824530213795,0.23700642828396212,0.5709100819012747,0.3302126838980257,0.39455480887420435,0.23700634971282852,0.2606653699764365,0.23700642341736966,0.3338673993765724,0.38417436346253453,0.25679193500252495,0.2567916083652335,0.24088017023643715,0.3826353955990953,0.5450518928296333,0.30909577974478,0.23700648180476946,0.2567918966669822,0.30909581884259296,0.2854369268308119,0.23700647747227777,0.2606653322383181,0.38472456691908974
r4,0.08661905492203914,0.07849628091163652,0.06585746126117442,0.05456797784924561,0.04167696282911493,0.050575688302302524,0.06277813950821098,0.07534488152661822,0.08748795796554987,0.09988599036603318,0.10171592459545309,0.10178265597539848,0.10167584308464939,0.10168412413577244,0.10169888364509916,0.10172942636214088,0.101538742321722,0.1123038703252206,0.11395660554467213,0.11401010618195073,0.12428502650004702,0.12661233737222233,0.11546105184672228,0.10247459634908296
r5,0.08695365893738938,0.07855600318801237,0.06605216776544864,0.05391964978767305,0.041649730404614616,0.050615623652404906,0.062803846687288,0.0752871802151418,0.0877189012692412,0.09987026274775701,0.10163868482111127,0.10184607289356506,0.10150802501979683,0.1016378427932807,0.10183311315370247,0.10150929100178985,0.10163457708006263,0.1123868233725176,0.11372006593194328,0.11398209949014415,0.1243466041429997,0.12633380970771668,0.11527317763615486,0.10310019762351885
r6,1.018498775635365,0.9855994737019955,1.1075664161220402,1.1035730792963392,1.2002237070783224,1.1043985698504883,1.2029615304299028,1.1997429327754503,1.1884653161904453,1.0004290296138265,1.0127400052530078,1.2960463859554068,1.2960437757788839,1.1880427267475682,1.043433597319904,1.0810855643766502,0.9901176194407952,1.200223698153934,1.2975018786984833,1.0922200527998456,1.1866063544492533,1.1990186083054226,1.1891870399935556,1.1880440370516112
r7,0.1884756765325477,0.07840276759779385,0.06597715527162507,0.05389405732481123,0.04168150886751221,0.050770412113351426,0.06307324384299307,0.07550380893223974,0.08774365658214833,0.10020767166177791,0.10180474727711442,0.10175925361518523,0.10178373804366458,0.10184791250938474,0.10174671263955304,0.10194177963602158,0.10211340465768615,0.11233505286857337,0.11400300738161206,0.11417633120400694,0.1244439516110134,0.12642046918770689,0.11530897207350677,0.10311676455556551
r8,0.0984886251439292,0.07827340800285754,0.06591745368976376,0.05386283186351193,0.04157795456137592,0.05088859618373931,0.06310337886299067,0.07553922732789431,0.08781126281560603,0.10035653412990087,0.10172218209311268,0.10177981369679401,0.10176044929085037,0.10172557545872962,0.10174395322034968,0.10177819423469714,0.10167362447774053,0.1124381501562084,0.1140737972906436,0.11401752083509109,0.12456589977232113,0.1264508394309729,0.11524777937225394,0.10305613035110639
r9,1.200221050024993,1.006964078819621,1.2953220206540266,1.1990987896207912,1.295322042544342,1.0807607566651711,1.296043889866496,1.296043769745694,1.080464021546831,1.2190563292344763,1.0804616353799048,1.2960437658295234,1.1998109545673685,1.1994993572995298,0.9739827029983559,1.1913122178886368,1.1096464927355925,1.295334140756026,1.2953220280372761,1.081004312151947,1.1873184080268544,1.138057017173594,1.188462705309206,1.296046300230131
rg,0.10718959694048635,0.0752662860400477,0.06304753543176389,0.05078955703660881,0.038311143279770477,0.048382718780047185,0.060388782130758045,0.07273876108391164,0.08515505228076847,0.09759002255322002,0.10020204404852961,0.09898556220119303,0.09880551390628511,0.09881490107206048,0.09889319394829954,0.09887639942250814,0.098855181216436,0.10904013955972403,0.1121031895698934,0.11118238936202829,0.12176816535085777,0.12365420452535147,0.11224234122423127,0.10008148866359079
ru,0.19018698538776846,0.057287339579815466,0.04664672157583993,0.036570697302039434,0.026264165029189712,0.03423677537089986,0.044741929933636015,0.055122431548014106,0.06549975247087048,0.0759796648355433,0.07719055607087455,0.07688080804162212,0.07714429398056666,0.07726348344077394,0.07695935608116145,0.07734437576546327,0.07695589152805837,0.08644586373905838,0.08754828840929463,0.087432710352644,0.0965465426861698,0.09790758219068607,0.0884544375671652,0.07817029762976802
