1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
5.455557237375942,5.294043956332089,5.031867218013659,5.2863078451668315,5.194432461472189,5.184846246556148,5.145023638727793,5.246109989620308,5.649087628122828,5.672726266557362,5.259451206269134,5.704966845844908,5.756410258306033,5.49825733512904,5.491808000263319,5.44090053999156,4.94847369164691,5.66209727015773,5.8565607906555215,5.657750780361454,5.381665904134863,5.853798715846594,5.864184123150579,5.945410857548865
