router_id,min_power_consumption_watts
r1,702.6962460499429
r2,702.7333849016355
r3,702.7201094944407
r4,69.58299129938813
r5,69.5829912997475
r6,69.58289482029345
r7,69.58289162208527
r8,69.5828950394902
r9,69.58289485454837
rg,69.58578549661767
ru,69.62060340463299
